head_entity_id,tail_entity_id,relation
E0044818,E0046418,Head가 Tail에게 지시함. (Commands)
E0044818,E0005816,Head가 Tail에게 지시함. (Commands)
E0044818,E0043716,Head가 Tail에게 지시함. (Commands)
E0044818,E0043589,Head가 Tail에게 지시함. (Commands)
E0044818,E0009997,Head가 Tail에게 지시함. (Commands)
E0046418,E0042279,Head가 Tail에게 지시함. (Commands)
E0046418,E0007113,Head가 Tail에게 지시함. (Commands)
E0046418,E0038264,Head가 Tail에게 지시함. (Commands)
E0046418,E0044818,Head가 Tail에게 지시함. (Commands)
E0046418,E0005816,Head가 Tail에게 지시함. (Commands)
E0046418,E0043716,Head가 Tail에게 지시함. (Commands)
E0046418,E0043589,Head가 Tail에게 지시함. (Commands)
E0046418,E0009997,Head가 Tail에게 지시함. (Commands)
E0005816,E0042279,Head가 Tail에게 지시함. (Commands)
E0005816,E0007113,Head가 Tail에게 지시함. (Commands)
E0005816,E0038264,Head가 Tail에게 지시함. (Commands)
E0005816,E0044818,Head가 Tail에게 지시함. (Commands)
E0005816,E0046418,Head가 Tail에게 지시함. (Commands)
E0005816,E0043716,Head가 Tail에게 지시함. (Commands)
E0005816,E0043589,Head가 Tail에게 지시함. (Commands)
E0005816,E0009997,Head가 Tail에게 지시함. (Commands)
E0043716,E0007113,Head가 Tail을 도와줌. (Helps)
E0043716,E0046418,Head가 Tail에게 지시함. (Commands)
E0043716,E0005816,Head가 Tail을 도와줌. (Helps)
E0043716,E0009997,Head가 Tail에게 지시함. (Commands)
E0043589,E0044818,Head가 Tail에게 도움을 요청함. (Asks for help)
E0043589,E0046418,Head가 Tail에게 도움을 요청함. (Asks for help)
E0043589,E0046418,Head가 Tail에게 지시함. (Commands)
E0043589,E0005816,Head가 Tail에게 지시함. (Commands)
E0043589,E0043716,Head가 Tail에게 도움을 요청함. (Asks for help)
E0043589,E0009997,Head가 Tail에게 도움을 요청함. (Asks for help)
E0009997,E0042279,Head가 Tail에게 지시함. (Commands)
E0009997,E0007113,Head가 Tail에게 지시함. (Commands)
E0009997,E0038264,Head가 Tail에게 지시함. (Commands)
E0009997,E0044818,Head가 Tail에게 지시함. (Commands)
E0009997,E0046418,Head가 Tail에게 지시함. (Commands)
E0009997,E0005816,Head가 Tail에게 지시함. (Commands)
E0009997,E0043716,Head가 Tail에게 지시함. (Commands)
E0009997,E0043589,Head가 Tail에게 지시함. (Commands)
E0041546,E0044017,Head가 Tail에게 지시함. (Commands)
E0041546,E0038407,Head가 Tail을 도와줌. (Helps)
E0041546,E0048240,Head가 Tail을 도와줌. (Helps)
E0041546,E0052645,Head가 Tail을 도와줌. (Helps)
E0041546,E0046292,Head가 Tail을 도와줌. (Helps)
E0041546,E0031063,Head가 Tail에게 지시함. (Commands)
E0041546,E0011304,Head가 Tail을 도와줌. (Helps)
E0041546,E0030865,Head가 Tail을 도와줌. (Helps)
E0041546,E0043716,Head가 Tail에게 보고함 (Reports to)
E0041546,E0046258,Head가 Tail을 도와줌. (Helps)
E0041546,E0009692,Head가 Tail을 도와줌. (Helps)
E0044017,E0041546,Head가 Tail에게 지시함. (Commands)
E0044017,E0038407,Head가 Tail에게 지시함. (Commands)
E0044017,E0052645,Head가 Tail에게 지시함. (Commands)
E0044017,E0041297,Head가 Tail에게 지시함. (Commands)
E0044017,E0046292,Head가 Tail에게 지시함. (Commands)
E0044017,E0044605,Head가 Tail에게 지시함. (Commands)
E0044017,E0031063,Head가 Tail에게 지시함. (Commands)
E0044017,E0011304,Head가 Tail에게 지시함. (Commands)
E0044017,E0030865,Head가 Tail에게 지시함. (Commands)
E0044017,E0043716,Head가 Tail을 고발함. (Accuses)
E0044017,E0046258,Head가 Tail에게 지시함. (Commands)
E0044017,E0009692,Head가 Tail에게 지시함. (Commands)
E0038407,E0041546,Head가 Tail에게 지시함. (Commands)
E0038407,E0044017,Head가 Tail에게 지시함. (Commands)
E0038407,E0052645,Head가 Tail에게 지시함. (Commands)
E0038407,E0041297,Head가 Tail에게 지시함. (Commands)
E0038407,E0031063,Head가 Tail에게 보고함 (Reports to)
E0038407,E0030865,Head가 Tail에게 지시함. (Commands)
E0038407,E0043716,Head가 Tail을 고발함. (Accuses)
E0038407,E0046258,Head가 Tail을 도와줌. (Helps)
E0048240,E0041297,Head가 Tail에게 지시함. (Commands)
E0048240,E0046292,Head가 Tail을 도와줌. (Helps)
E0048240,E0044605,Head가 Tail을 도와줌. (Helps)
E0048240,E0031063,Head가 Tail에게 지시함. (Commands)
E0048240,E0057690,Head가 Tail을 도와줌. (Helps)
E0048240,E0011304,Head가 Tail을 도와줌. (Helps)
E0048240,E0043716,Head가 Tail에게 보고함 (Reports to)
E0048240,E0046258,Head가 Tail을 도와줌. (Helps)
E0048240,E0009692,Head가 Tail을 도와줌. (Helps)
E0052645,E0044017,Head가 Tail에게 지시함. (Commands)
E0052645,E0038407,Head가 Tail에게 지시함. (Commands)
E0052645,E0048240,Head가 Tail을 고발함. (Accuses)
E0052645,E0041297,Head가 Tail에게 지시함. (Commands)
E0052645,E0031063,Head가 Tail을 고발함. (Accuses)
E0052645,E0011304,Head가 Tail을 고발함. (Accuses)
E0052645,E0043716,Head가 Tail을 고발함. (Accuses)
E0052645,E0046258,Head가 Tail에게 지시함. (Commands)
E0041297,E0041546,Head가 Tail에게 지시함. (Commands)
E0041297,E0044017,Head가 Tail에게 지시함. (Commands)
E0041297,E0038407,Head가 Tail에게 지시함. (Commands)
E0041297,E0048240,Head가 Tail에게 지시함. (Commands)
E0041297,E0052645,Head가 Tail에게 지시함. (Commands)
E0041297,E0044605,Head가 Tail에게 지시함. (Commands)
E0041297,E0031063,Head가 Tail에게 지시함. (Commands)
E0041297,E0057690,Head가 Tail에게 지시함. (Commands)
E0041297,E0011304,Head가 Tail에게 지시함. (Commands)
E0041297,E0030865,Head가 Tail에게 지시함. (Commands)
E0046292,E0041546,Head가 Tail을 도와줌. (Helps)
E0046292,E0048240,Head가 Tail을 도와줌. (Helps)
E0046292,E0044605,Head가 Tail을 도와줌. (Helps)
E0046292,E0057690,Head가 Tail을 도와줌. (Helps)
E0046292,E0030865,Head가 Tail을 도와줌. (Helps)
E0046292,E0043716,Head가 Tail에게 보고함 (Reports to)
E0046292,E0046258,Head가 Tail을 도와줌. (Helps)
E0046292,E0009692,Head가 Tail을 도와줌. (Helps)
E0044605,E0048240,Head가 Tail을 도와줌. (Helps)
E0044605,E0046292,Head가 Tail을 도와줌. (Helps)
E0044605,E0057690,Head가 Tail을 도와줌. (Helps)
E0044605,E0011304,Head가 Tail을 도와줌. (Helps)
E0044605,E0043716,Head가 Tail에게 보고함 (Reports to)
E0044605,E0046258,Head가 Tail을 도와줌. (Helps)
E0044605,E0009692,Head가 Tail을 도와줌. (Helps)
E0031063,E0041546,Head가 Tail에게 지시함. (Commands)
E0031063,E0044017,Head가 Tail에게 지시함. (Commands)
E0031063,E0038407,Head가 Tail에게 보고함 (Reports to)
E0031063,E0048240,Head가 Tail에게 지시함. (Commands)
E0031063,E0052645,Head가 Tail에게 지시함. (Commands)
E0031063,E0044605,Head가 Tail에게 지시함. (Commands)
E0031063,E0057690,Head가 Tail에게 지시함. (Commands)
E0031063,E0030865,Head가 Tail에게 지시함. (Commands)
E0031063,E0043716,Head가 Tail을 고발함. (Accuses)
E0031063,E0046258,Head가 Tail에게 보고함 (Reports to)
E0031063,E0009692,Head가 Tail에게 지시함. (Commands)
E0057690,E0041546,Head가 Tail을 도와줌. (Helps)
E0057690,E0048240,Head가 Tail을 도와줌. (Helps)
E0057690,E0041297,Head가 Tail에게 지시함. (Commands)
E0057690,E0046292,Head가 Tail을 도와줌. (Helps)
E0057690,E0044605,Head가 Tail을 도와줌. (Helps)
E0057690,E0031063,Head가 Tail에게 지시함. (Commands)
E0057690,E0011304,Head가 Tail을 도와줌. (Helps)
E0057690,E0030865,Head가 Tail을 도와줌. (Helps)
E0057690,E0043716,Head가 Tail에게 보고함 (Reports to)
E0057690,E0046258,Head가 Tail을 도와줌. (Helps)
E0057690,E0009692,Head가 Tail을 도와줌. (Helps)
E0011304,E0041546,Head가 Tail을 도와줌. (Helps)
E0011304,E0052645,Head가 Tail을 고발함. (Accuses)
E0011304,E0031063,Head가 Tail에게 지시함. (Commands)
E0011304,E0057690,Head가 Tail을 도와줌. (Helps)
E0011304,E0030865,Head가 Tail을 도와줌. (Helps)
E0011304,E0043716,Head가 Tail에게 보고함 (Reports to)
E0011304,E0046258,Head가 Tail을 도와줌. (Helps)
E0030865,E0041546,Head가 Tail을 도와줌. (Helps)
E0030865,E0044017,Head가 Tail에게 지시함. (Commands)
E0030865,E0038407,Head가 Tail을 도와줌. (Helps)
E0030865,E0048240,Head가 Tail을 도와줌. (Helps)
E0030865,E0046292,Head가 Tail을 도와줌. (Helps)
E0030865,E0044605,Head가 Tail을 도와줌. (Helps)
E0030865,E0031063,Head가 Tail에게 지시함. (Commands)
E0030865,E0057690,Head가 Tail을 도와줌. (Helps)
E0030865,E0011304,Head가 Tail을 도와줌. (Helps)
E0030865,E0043716,Head가 Tail에게 보고함 (Reports to)
E0030865,E0046258,Head가 Tail을 도와줌. (Helps)
E0030865,E0009692,Head가 Tail을 도와줌. (Helps)
E0043716,E0041546,Head가 Tail에게 보고함 (Reports to)
E0043716,E0044017,Head가 Tail을 고발함. (Accuses)
E0043716,E0038407,Head가 Tail을 고발함. (Accuses)
E0043716,E0052645,Head가 Tail을 고발함. (Accuses)
E0043716,E0041297,Head가 Tail을 고발함. (Accuses)
E0043716,E0046292,Head가 Tail에게 보고함 (Reports to)
E0043716,E0044605,Head가 Tail에게 보고함 (Reports to)
E0043716,E0031063,Head가 Tail을 고발함. (Accuses)
E0043716,E0030865,Head가 Tail에게 보고함 (Reports to)
E0043716,E0046258,Head가 Tail을 고발함. (Accuses)
E0043716,E0009692,Head가 Tail에게 보고함 (Reports to)
E0046258,E0041546,Head가 Tail을 도와줌. (Helps)
E0046258,E0044017,Head가 Tail에게 지시함. (Commands)
E0046258,E0048240,Head가 Tail을 도와줌. (Helps)
E0046258,E0046292,Head가 Tail을 도와줌. (Helps)
E0046258,E0044605,Head가 Tail을 도와줌. (Helps)
E0046258,E0057690,Head가 Tail을 도와줌. (Helps)
E0046258,E0011304,Head가 Tail을 도와줌. (Helps)
E0046258,E0030865,Head가 Tail을 도와줌. (Helps)
E0046258,E0043716,Head가 Tail을 고발함. (Accuses)
E0046258,E0009692,Head가 Tail을 도와줌. (Helps)
E0009692,E0041546,Head가 Tail을 도와줌. (Helps)
E0009692,E0048240,Head가 Tail을 도와줌. (Helps)
E0009692,E0046292,Head가 Tail을 도와줌. (Helps)
E0009692,E0044605,Head가 Tail을 도와줌. (Helps)
E0009692,E0031063,Head가 Tail에게 지시함. (Commands)
E0009692,E0057690,Head가 Tail을 도와줌. (Helps)
E0009692,E0030865,Head가 Tail을 도와줌. (Helps)
E0009692,E0043716,Head가 Tail에게 보고함 (Reports to)
E0009692,E0046258,Head가 Tail을 도와줌. (Helps)
E0062433,E0044605,Head가 Tail에게 지시함. (Commands)
E0062433,E0057690,Head가 Tail에게 지시함. (Commands)
E0062433,E0011304,Head가 Tail에게 지시함. (Commands)
E0062433,E0051171,Head가 Tail에게 지시함. (Commands)
E0044605,E0062433,Head가 Tail에게 지시함. (Commands)
E0057690,E0062433,Head가 Tail에게 지시함. (Commands)
E0051171,E0062433,Head가 Tail에게 지시함. (Commands)
E0051171,E0044605,Head가 Tail에게 지시함. (Commands)
E0051171,E0057690,Head가 Tail에게 지시함. (Commands)
E0051171,E0011304,Head가 Tail에게 지시함. (Commands)
E0050862,E0010683,Head가 Tail을 도와줌. (Helps)
E0050862,E0043926,Head가 Tail을 도와줌. (Helps)
E0010683,E0050862,Head가 Tail을 도와줌. (Helps)
E0010683,E0043926,Head가 Tail을 도와줌. (Helps)
E0043926,E0050862,Head가 Tail을 도와줌. (Helps)
E0043926,E0010683,Head가 Tail을 도와줌. (Helps)
E0039022,E0030890,Head가 Tail에게 보고함 (Reports to)
E0033981,E0043716,Head가 Tail을 비난함. (Blames)
E0033981,E0043716,Head가 Tail에게 지시함. (Commands)
E0043716,E0033981,Head가 Tail을 비난함. (Blames)
E0043716,E0033981,Head가 Tail에게 지시함. (Commands)
E0048240,E0049982,Head가 Tail에게 지시함. (Commands)
E0048240,E0051527,Head가 Tail에게 지시함. (Commands)
E0048240,E0001263,Head가 Tail에게 지시함. (Commands)
E0048240,E0011304,Head가 Tail에게 지시함. (Commands)
E0049982,E0048240,Head가 Tail에게 지시함. (Commands)
E0049982,E0051527,Head가 Tail에게 지시함. (Commands)
E0049982,E0001263,Head가 Tail에게 지시함. (Commands)
E0049982,E0011304,Head가 Tail에게 지시함. (Commands)
E0051527,E0048240,Head가 Tail에게 지시함. (Commands)
E0051527,E0049982,Head가 Tail에게 지시함. (Commands)
E0051527,E0001263,Head가 Tail에게 지시함. (Commands)
E0051527,E0011304,Head가 Tail에게 지시함. (Commands)
E0001263,E0048240,Head가 Tail에게 지시함. (Commands)
E0001263,E0049982,Head가 Tail에게 지시함. (Commands)
E0001263,E0051527,Head가 Tail에게 지시함. (Commands)
E0001263,E0011304,Head가 Tail에게 지시함. (Commands)
E0011304,E0048240,Head가 Tail에게 지시함. (Commands)
E0011304,E0049982,Head가 Tail에게 지시함. (Commands)
E0011304,E0051527,Head가 Tail에게 지시함. (Commands)
E0011304,E0001263,Head가 Tail에게 지시함. (Commands)
E0041546,E0044553,Head가 Tail에게 지시함. (Commands)
E0041546,E0052645,Head가 Tail에게 지시함. (Commands)
E0041546,E0021281,Head가 Tail에게 지시함. (Commands)
E0041546,E0067463,Head가 Tail에게 지시함. (Commands)
E0041546,E0011304,Head가 Tail에게 지시함. (Commands)
E0044553,E0041546,Head가 Tail에게 지시함. (Commands)
E0044553,E0052645,Head가 Tail에게 지시함. (Commands)
E0044553,E0021281,Head가 Tail에게 지시함. (Commands)
E0044553,E0067463,Head가 Tail에게 지시함. (Commands)
E0044553,E0011304,Head가 Tail에게 지시함. (Commands)
E0052645,E0041546,Head가 Tail에게 지시함. (Commands)
E0052645,E0044553,Head가 Tail에게 지시함. (Commands)
E0052645,E0021281,Head가 Tail에게 지시함. (Commands)
E0052645,E0067463,Head가 Tail에게 지시함. (Commands)
E0052645,E0011304,Head가 Tail에게 지시함. (Commands)
E0021281,E0041546,Head가 Tail에게 지시함. (Commands)
E0021281,E0044553,Head가 Tail에게 지시함. (Commands)
E0021281,E0052645,Head가 Tail에게 지시함. (Commands)
E0021281,E0067463,Head가 Tail에게 지시함. (Commands)
E0021281,E0011304,Head가 Tail에게 지시함. (Commands)
E0067463,E0041546,Head가 Tail에게 지시함. (Commands)
E0067463,E0044553,Head가 Tail에게 지시함. (Commands)
E0067463,E0052645,Head가 Tail에게 지시함. (Commands)
E0067463,E0021281,Head가 Tail에게 지시함. (Commands)
E0067463,E0011304,Head가 Tail에게 지시함. (Commands)
E0011304,E0041546,Head가 Tail에게 지시함. (Commands)
E0011304,E0044553,Head가 Tail에게 지시함. (Commands)
E0011304,E0052645,Head가 Tail에게 지시함. (Commands)
E0011304,E0021281,Head가 Tail에게 지시함. (Commands)
E0011304,E0067463,Head가 Tail에게 지시함. (Commands)
E0042299,E0021281,Head가 Tail에게 지시함. (Commands)
E0021281,E0042299,Head가 Tail에게 지시함. (Commands)
E0008928,E0012906,Head가 Tail에게 지시함. (Commands)
E0045546,E0011304,Head가 Tail을 비난함. (Blames)
E0011304,E0012100,Head가 Tail을 비난함. (Blames)
E0050566,E0061971,Head가 Tail에게 지시함. (Commands)
E0050566,E0038264,Head가 Tail을 비난함. (Blames)
E0044443,E0012630,Head가 Tail에게 지시함. (Commands)
E0012630,E0044443,Head가 Tail에게 지시함. (Commands)
E0021898,E0053434,Head가 Tail에게 지시함. (Commands)
E0021898,E0053434,Head가 Tail에게 보고함 (Reports to)
E0053434,E0021898,Head가 Tail에게 지시함. (Commands)
E0012097,E0020681,Head가 Tail을 비난함. (Blames)
E0020681,E0040619,Head가 Tail에게 보고함 (Reports to)
E0003820,E0012097,Head가 Tail에게 지시함. (Commands)
E0003820,E0007026,Head가 Tail에게 지시함. (Commands)
E0012097,E0003820,Head가 Tail에게 지시함. (Commands)
E0012097,E0007026,Head가 Tail에게 지시함. (Commands)
E0007026,E0003820,Head가 Tail에게 지시함. (Commands)
E0007026,E0012097,Head가 Tail에게 지시함. (Commands)
E0051045,E0007022,Head가 Tail을 믿음. (Trusts)
E0029476,E0051045,Head가 Tail에게 지시함. (Commands)
E0029476,E0007022,Head가 Tail을 믿음. (Trusts)
E0045372,E0044975,Head가 Tail에게 지시함. (Commands)
E0045372,E0007022,Head가 Tail에게 지시함. (Commands)
E0044975,E0045372,Head가 Tail에게 지시함. (Commands)
E0044975,E0044986,Head가 Tail에게 지시함. (Commands)
E0044975,E0031063,Head가 Tail에게 지시함. (Commands)
E0044986,E0044975,Head가 Tail에게 지시함. (Commands)
E0044986,E0007022,Head가 Tail에게 지시함. (Commands)
E0044986,E0031063,Head가 Tail에게 지시함. (Commands)
E0007022,E0045372,Head가 Tail에게 지시함. (Commands)
E0007022,E0044975,Head가 Tail에게 지시함. (Commands)
E0007022,E0044986,Head가 Tail에게 지시함. (Commands)
E0007022,E0031063,Head가 Tail에게 지시함. (Commands)
E0031063,E0045372,Head가 Tail에게 지시함. (Commands)
E0031063,E0044975,Head가 Tail에게 지시함. (Commands)
E0031063,E0044986,Head가 Tail에게 지시함. (Commands)
E0031063,E0007022,Head가 Tail에게 지시함. (Commands)
E0065002,E0065006,Head가 Tail에게 지시함. (Commands)
E0065006,E0065002,Head가 Tail에게 지시함. (Commands)
E0025107,E0053291,Head가 Tail에게 지시함. (Commands)
E0025107,E0009998,Head가 Tail에게 지시함. (Commands)
E0053291,E0025107,Head가 Tail에게 지시함. (Commands)
E0053291,E0009998,Head가 Tail에게 지시함. (Commands)
E0009998,E0025107,Head가 Tail에게 지시함. (Commands)
E0009998,E0053291,Head가 Tail에게 지시함. (Commands)
E0050862,E0065002,Head가 Tail에게 지시함. (Commands)
E0032600,E0050862,Head가 Tail에게 지시함. (Commands)
E0042268,E0050862,Head가 Tail에게 지시함. (Commands)
E0065002,E0050862,Head가 Tail에게 지시함. (Commands)
E0065002,E0028603,Head가 Tail에게 지시함. (Commands)
E0009998,E0050862,Head가 Tail에게 지시함. (Commands)
E0061696,E0050862,Head가 Tail에게 지시함. (Commands)
E0040619,E0052645,Head가 Tail에게 지시함. (Commands)
E0040619,E0009998,Head가 Tail에게 지시함. (Commands)
E0052645,E0040619,Head가 Tail에게 지시함. (Commands)
E0052645,E0009998,Head가 Tail에게 지시함. (Commands)
E0009998,E0040619,Head가 Tail에게 지시함. (Commands)
E0009998,E0052645,Head가 Tail에게 지시함. (Commands)
E0065006,E0013538,Head가 Tail을 공격함. (Attacks)
E0013538,E0065006,Head가 Tail을 공격함. (Attacks)
E0050862,E0010683,Head가 Tail을 고발함. (Accuses)
E0050862,E0012100,Head가 Tail을 고발함. (Accuses)
E0050862,E0063125,Head가 Tail을 고발함. (Accuses)
E0010683,E0050862,Head가 Tail을 고발함. (Accuses)
E0010683,E0012100,Head가 Tail을 고발함. (Accuses)
E0010683,E0063125,Head가 Tail을 고발함. (Accuses)
E0012100,E0050862,Head가 Tail을 고발함. (Accuses)
E0012100,E0010683,Head가 Tail을 비난함. (Blames)
E0012100,E0010683,Head가 Tail을 고발함. (Accuses)
E0012100,E0063125,Head가 Tail을 비난함. (Blames)
E0012100,E0013538,Head가 Tail을 고발함. (Accuses)
E0063125,E0050862,Head가 Tail을 비난함. (Blames)
E0063125,E0010683,Head가 Tail을 비난함. (Blames)
E0063125,E0010683,Head가 Tail을 고발함. (Accuses)
E0063125,E0012100,Head가 Tail을 비난함. (Blames)
E0063125,E0012100,Head가 Tail을 고발함. (Accuses)
E0063125,E0013538,Head가 Tail을 고발함. (Accuses)
E0013538,E0050862,Head가 Tail을 고발함. (Accuses)
E0013538,E0012100,Head가 Tail을 고발함. (Accuses)
E0013538,E0063125,Head가 Tail을 고발함. (Accuses)
E0045372,E0010683,Head가 Tail에게 지시함. (Commands)
E0010683,E0045372,Head가 Tail에게 지시함. (Commands)
E0046472,E0007026,Head가 Tail에게 지시함. (Commands)
E0046472,E0042198,Head가 Tail에게 지시함. (Commands)
E0046472,E0063125,Head가 Tail에게 지시함. (Commands)
E0007026,E0046472,Head가 Tail에게 지시함. (Commands)
E0007026,E0042198,Head가 Tail에게 지시함. (Commands)
E0007026,E0063125,Head가 Tail에게 지시함. (Commands)
E0042198,E0046472,Head가 Tail에게 지시함. (Commands)
E0042198,E0007026,Head가 Tail에게 지시함. (Commands)
E0042198,E0063125,Head가 Tail에게 지시함. (Commands)
E0063125,E0046472,Head가 Tail에게 지시함. (Commands)
E0063125,E0007026,Head가 Tail에게 지시함. (Commands)
E0063125,E0042198,Head가 Tail에게 지시함. (Commands)
E0042279,E0061971,Head가 Tail에게 지시함. (Commands)
E0042279,E0007113,Head가 Tail을 믿음. (Trusts)
E0042279,E0041490,Head가 Tail을 믿음. (Trusts)
E0042279,E0064352,Head가 Tail을 믿음. (Trusts)
E0012906,E0064352,Head가 Tail을 믿음. (Trusts)
E0061971,E0042279,Head가 Tail에게 지시함. (Commands)
E0061971,E0057690,Head가 Tail을 믿음. (Trusts)
E0061971,E0064352,Head가 Tail을 믿음. (Trusts)
E0057690,E0064352,Head가 Tail을 믿음. (Trusts)
E0041490,E0044605,Head가 Tail을 믿음. (Trusts)
E0041490,E0064352,Head가 Tail을 믿음. (Trusts)
E0063125,E0064352,Head가 Tail을 믿음. (Trusts)
E0064352,E0042279,Head가 Tail을 비난함. (Blames)
E0064352,E0012906,Head가 Tail을 비난함. (Blames)
E0064352,E0061971,Head가 Tail을 비난함. (Blames)
E0064352,E0046532,Head가 Tail을 비난함. (Blames)
E0064352,E0044605,Head가 Tail을 비난함. (Blames)
E0064352,E0008907,Head가 Tail을 비난함. (Blames)
E0064352,E0007113,Head가 Tail을 비난함. (Blames)
E0064352,E0020638,Head가 Tail을 비난함. (Blames)
E0064352,E0057690,Head가 Tail을 비난함. (Blames)
E0064352,E0041490,Head가 Tail을 비난함. (Blames)
E0064352,E0063125,Head가 Tail을 비난함. (Blames)
E0064352,E0047438,Head가 Tail을 비난함. (Blames)
E0064352,E0051817,Head가 Tail을 비난함. (Blames)
E0064352,E0041339,Head가 Tail을 비난함. (Blames)
E0047438,E0046532,Head가 Tail에게 지시함. (Commands)
E0047438,E0041339,Head가 Tail에게 지시함. (Commands)
E0051817,E0042279,Head가 Tail을 비난함. (Blames)
E0051817,E0012906,Head가 Tail을 비난함. (Blames)
E0041339,E0061971,Head가 Tail에게 지시함. (Commands)
E0041339,E0008907,Head가 Tail을 비난함. (Blames)
E0041339,E0020638,Head가 Tail에게 지시함. (Commands)
E0041339,E0064352,Head가 Tail을 믿음. (Trusts)
E0041339,E0051817,Head가 Tail을 비난함. (Blames)
E0025107,E0052645,Head가 Tail을 고발함. (Accuses)
E0025107,E0038264,Head가 Tail을 고발함. (Accuses)
E0025107,E0057690,Head가 Tail을 고발함. (Accuses)
E0025107,E0042511,Head가 Tail을 고발함. (Accuses)
E0025107,E0020645,Head가 Tail을 고발함. (Accuses)
E0025107,E0041996,Head가 Tail을 고발함. (Accuses)
E0052645,E0025107,Head가 Tail에게 지시함. (Commands)
E0052645,E0038264,Head가 Tail을 무시함. (Ignores)
E0052645,E0057690,Head가 Tail에게 지시함. (Commands)
E0052645,E0042511,Head가 Tail에게 지시함. (Commands)
E0052645,E0020645,Head가 Tail에게 지시함. (Commands)
E0052645,E0041996,Head가 Tail에게 지시함. (Commands)
E0038264,E0025107,Head가 Tail을 무시함. (Ignores)
E0038264,E0052645,Head가 Tail을 무시함. (Ignores)
E0038264,E0057690,Head가 Tail을 무시함. (Ignores)
E0038264,E0042511,Head가 Tail을 무시함. (Ignores)
E0038264,E0020645,Head가 Tail을 무시함. (Ignores)
E0038264,E0041996,Head가 Tail을 무시함. (Ignores)
E0057690,E0025107,Head가 Tail에게 지시함. (Commands)
E0057690,E0052645,Head가 Tail에게 지시함. (Commands)
E0057690,E0038264,Head가 Tail을 무시함. (Ignores)
E0057690,E0042511,Head가 Tail에게 지시함. (Commands)
E0057690,E0020645,Head가 Tail을 비난함. (Blames)
E0057690,E0041996,Head가 Tail을 무시함. (Ignores)
E0042511,E0025107,Head가 Tail에게 지시함. (Commands)
E0042511,E0052645,Head가 Tail에게 지시함. (Commands)
E0042511,E0038264,Head가 Tail을 무시함. (Ignores)
E0042511,E0038264,Head가 Tail에게 지시함. (Commands)
E0042511,E0057690,Head가 Tail에게 지시함. (Commands)
E0042511,E0020645,Head가 Tail에게 지시함. (Commands)
E0042511,E0041996,Head가 Tail에게 지시함. (Commands)
E0020645,E0025107,Head가 Tail에게 지시함. (Commands)
E0020645,E0052645,Head가 Tail에게 지시함. (Commands)
E0020645,E0038264,Head가 Tail에게 지시함. (Commands)
E0020645,E0057690,Head가 Tail에게 지시함. (Commands)
E0020645,E0042511,Head가 Tail에게 지시함. (Commands)
E0020645,E0041996,Head가 Tail에게 지시함. (Commands)
E0041996,E0025107,Head가 Tail에게 지시함. (Commands)
E0041996,E0052645,Head가 Tail에게 지시함. (Commands)
E0041996,E0038264,Head가 Tail을 무시함. (Ignores)
E0041996,E0057690,Head가 Tail에게 지시함. (Commands)
E0041996,E0042511,Head가 Tail에게 지시함. (Commands)
E0046429,E0063196,Head가 Tail을 고발함. (Accuses)
E0007026,E0063196,Head가 Tail을 고발함. (Accuses)
E0011304,E0046429,Head가 Tail에게 지시함. (Commands)
E0011304,E0007026,Head가 Tail에게 지시함. (Commands)
E0011304,E0063196,Head가 Tail에게 지시함. (Commands)
E0011304,E0050421,Head가 Tail에게 지시함. (Commands)
E0063196,E0046429,Head가 Tail을 고발함. (Accuses)
E0063196,E0007026,Head가 Tail을 고발함. (Accuses)
E0063196,E0050421,Head가 Tail을 고발함. (Accuses)
E0030939,E0042645,Head가 Tail을 비난함. (Blames)
E0043926,E0042645,Head가 Tail을 무시함. (Ignores)
E0043926,E0030939,Head가 Tail을 고발함. (Accuses)
E0051195,E0061885,Head가 Tail에게 보고함 (Reports to)
E0042645,E0064331,Head가 Tail에게 지시함. (Commands)
E0042645,E0042716,Head가 Tail에게 지시함. (Commands)
E0064331,E0042645,Head가 Tail에게 지시함. (Commands)
E0042716,E0042645,Head가 Tail에게 지시함. (Commands)
E0010683,E0030865,Head가 Tail에게 지시함. (Commands)
E0030865,E0010683,Head가 Tail을 공격함. (Attacks)
E0044383,E0001263,Head가 Tail에게 지시함. (Commands)
E0041297,E0046072,Head가 Tail에게 지시함. (Commands)
E0046072,E0044702,Head가 Tail에게 지시함. (Commands)
E0046072,E0041297,Head가 Tail에게 지시함. (Commands)
E0050862,E0065060,Head가 Tail에게 지시함. (Commands)
E0050862,E0050566,Head가 Tail을 위로함. (Comforts)
E0050862,E0041911,Head가 Tail에게 지시함. (Commands)
E0065060,E0050862,Head가 Tail에게 지시함. (Commands)
E0065060,E0050566,Head가 Tail에게 지시함. (Commands)
E0065060,E0041911,Head가 Tail에게 지시함. (Commands)
E0050566,E0050862,Head가 Tail을 위로함. (Comforts)
E0050566,E0050862,Head가 Tail에게 지시함. (Commands)
E0050566,E0065060,Head가 Tail에게 지시함. (Commands)
E0050566,E0041911,Head가 Tail에게 지시함. (Commands)
E0041911,E0050862,Head가 Tail에게 지시함. (Commands)
E0041911,E0065060,Head가 Tail에게 지시함. (Commands)
E0041911,E0050566,Head가 Tail에게 지시함. (Commands)
E0041297,E0019378,Head가 Tail에게 지시함. (Commands)
E0019378,E0041297,Head가 Tail에게 지시함. (Commands)
